DAY_OF_WEEK,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,DISTANCE,SCHEDULED_ARRIVAL
2,WN,ATL,ILM,944,0,377,1103
7,DL,ATL,ILM,1545,0,377,1701
2,OO,ATL,ILM,944,2,377,1103
3,DL,ATL,ILM,2054,2,377,2212
6,EV,ATL,ILM,1857,7,377,2014
3,DL,ATL,ILM,2054,8,377,2212
5,EV,ATL,ILM,2156,8,377,2316
2,EV,ATL,ILM,944,10,377,1103
1,US,ATL,ILM,1205,13,377,1321
3,DL,ATL,ILM,1640,16,377,1758
4,DL,ATL,ILM,2054,20,377,2212
1,DL,ATL,ILM,1216,22,377,1334
7,DL,ATL,ILM,1857,24,377,2014
1,DL,ATL,ILM,1545,26,377,1701
3,DL,ATL,ILM,944,26,377,1103
4,DL,ATL,ILM,2054,30,377,2212
1,UA,ATL,ILM,1545,34,377,1701
6,EV,ATL,ILM,2156,45,377,2315
6,WN,ATL,ILM,2054,154,377,2212
4,DL,ATL,CVG,2154,-10,373,2317
4,DL,ATL,CVG,2154,-7,373,2317
5,DL,ATL,CVG,2213,-7,373,2338
4,DL,ATL,CVG,2154,-6,373,2317
3,DL,ATL,CVG,1407,-5,373,1532
3,DL,ATL,CVG,1407,-4,373,1532
3,DL,ATL,CVG,1407,-4,373,1533
3,WN,ATL,CVG,1407,-4,373,1533
4,DL,ATL,CVG,2154,-4,373,2317
4,DL,ATL,CVG,2154,-4,373,2317
7,DL,ATL,CVG,1605,-4,373,1730
7,DL,ATL,CVG,1925,-4,373,2053
4,DL,ATL,CVG,2154,-3,373,2317
4,WN,ATL,CVG,726,-3,373,850
4,DL,ATL,CVG,2154,-2,373,2317
5,DL,ATL,CVG,726,-2,373,850
5,DL,ATL,CVG,726,-2,373,850
7,DL,ATL,CVG,1605,-2,373,1730
5,DL,ATL,CVG,726,-1,373,850
7,DL,ATL,CVG,1210,-1,373,1334
1,DL,ATL,CVG,939,0,373,1107
1,DL,ATL,CVG,1605,0,373,1729
1,DL,ATL,CVG,1605,0,373,1730
1,DL,ATL,CVG,1610,0,373,1733
3,DL,ATL,CVG,1407,0,373,1532
4,DL,ATL,CVG,720,0,373,845
5,DL,ATL,CVG,2154,0,373,2317
5,EV,ATL,CVG,726,0,373,850
5,EV,ATL,CVG,2154,0,373,2317
5,EV,ATL,CVG,2154,0,373,2317
7,DL,ATL,CVG,1925,0,373,2052
7,EV,ATL,CVG,1925,0,373,2053
1,DL,ATL,CVG,1605,1,373,1730
1,WN,ATL,CVG,1605,1,373,1730
2,DL,ATL,CVG,941,1,373,1109
2,DL,ATL,CVG,941,1,373,1109
3,EV,ATL,CVG,1407,1,373,1533
5,DL,ATL,CVG,2154,2,373,2317
5,DL,ATL,CVG,2154,2,373,2317
1,US,ATL,CVG,1605,6,373,1730
5,DL,ATL,CVG,2154,7,373,2317
4,DL,ATL,CVG,1407,9,373,1532
1,EV,ATL,CVG,1210,19,373,1334
2,NK,ATL,CVG,1605,25,373,1730
1,DL,ATL,CVG,1205,28,373,1330
5,DL,ATL,CVG,2154,28,373,2317
2,DL,ATL,CVG,1605,29,373,1730
5,DL,ATL,CVG,2154,30,373,2317
6,DL,ATL,CVG,2213,37,373,2338
6,DL,ATL,CVG,2213,39,373,2338
2,DL,ATL,CVG,1605,43,373,1730
3,MQ,ATL,DAB,2059,-6,366,2217
2,DL,ATL,DAB,2051,-5,366,2209
3,DL,ATL,DAB,2059,-4,366,2217
7,DL,ATL,DAB,1205,-4,366,1323
7,DL,ATL,DAB,1205,-4,366,1323
7,WN,ATL,DAB,1205,-4,366,1323
7,DL,ATL,DAB,1205,-3,366,1322
7,DL,ATL,DAB,1540,-3,366,1659
7,DL,ATL,DAB,1540,-3,366,1658
7,DL,ATL,DAB,1540,-3,366,1659
1,DL,ATL,DAB,930,-2,366,1049
3,DL,ATL,DAB,2059,-2,366,2217
3,DL,ATL,DAB,2059,-2,366,2217
7,DL,ATL,DAB,1205,-2,366,1323
7,DL,ATL,DAB,1205,-2,366,1323
7,DL,ATL,DAB,1540,-2,366,1659
7,US,ATL,DAB,1540,-2,366,1659
3,DL,ATL,DAB,2059,-1,366,2217
3,DL,ATL,DAB,2059,-1,366,2217
3,DL,ATL,DAB,2059,-1,366,2215
1,DL,ATL,DAB,930,0,366,1048
1,DL,ATL,DAB,930,0,366,1049
3,DL,ATL,DAB,2059,0,366,2217
7,DL,ATL,DAB,1540,0,366,1658
7,DL,ATL,DAB,1540,0,366,1659
7,EV,ATL,DAB,1540,0,366,1659
3,DL,ATL,DAB,2059,2,366,2217
3,DL,ATL,DAB,2049,2,366,2207
3,DL,ATL,DAB,2059,2,366,2217
7,EV,ATL,DAB,1540,2,366,1659
7,DL,ATL,DAB,1540,3,366,1659
7,DL,ATL,DAB,1540,3,366,1659
7,WN,ATL,DAB,1540,4,366,1659
3,DL,ATL,DAB,2059,6,366,2217
7,EV,ATL,DAB,1540,6,366,1659
1,EV,ATL,DAB,930,7,366,1049
3,DL,ATL,DAB,2059,7,366,2217
4,DL,ATL,DAB,2059,15,366,2217
4,EV,ATL,DAB,2059,16,366,2217
7,DL,ATL,DAB,1540,16,366,1659
1,WN,ATL,DAB,930,0,366,1049
4,WN,ATL,DAB,2051,21,366,2209
3,EV,ATL,DAB,1700,26,366,1819
2,DL,ATL,DAB,930,27,366,1049
1,EV,ATL,DAB,1540,29,366,1659
1,DL,ATL,DAB,1540,45,366,1659
6,EV,ATL,DAB,2059,97,366,2217
7,DL,ATL,CRW,1210,-7,363,1326
2,DL,ATL,CRW,2044,-4,363,2200
4,WN,ATL,CRW,1454,-4,363,1613
7,DL,ATL,CRW,1210,-4,363,1326
2,DL,ATL,CRW,2044,-2,363,2200
3,DL,ATL,CRW,2044,3,363,2200
7,DL,ATL,CRW,1210,3,363,1326
3,DL,ATL,CRW,2044,17,363,2200
4,DL,ATL,CRW,2044,30,363,2200
6,WN,ATL,CRW,2044,166,363,2200
7,DL,ATL,ROA,1216,-7,357,1335
4,DL,ATL,ROA,1454,-6,357,1618
2,OO,ATL,ROA,2049,-5,357,2211
3,DL,ATL,ROA,2059,-5,357,2218
2,DL,ATL,ROA,2049,-4,357,2211
3,DL,ATL,ROA,2059,-4,357,2221
3,DL,ATL,ROA,2059,-3,357,2221
3,OO,ATL,ROA,2059,-3,357,2221
3,WN,ATL,ROA,2059,-3,357,2218
7,DL,ATL,ROA,1216,-3,357,1335
3,DL,ATL,ROA,2049,-1,357,2211
3,DL,ATL,ROA,2059,-1,357,2218
3,DL,ATL,ROA,2100,-1,357,2222
3,OO,ATL,ROA,2059,1,357,2218
3,EV,ATL,ROA,2059,2,357,2218
1,DL,ATL,ROA,921,4,357,1042
4,EV,ATL,ROA,2059,13,357,2218
1,AA,ATL,ROA,909,19,357,1030
1,DL,ATL,ROA,909,27,357,1030
6,DL,ATL,ROA,1454,28,357,1618
3,AA,ATL,ROA,1216,101,357,1335
4,DL,ATL,RDU,2135,-10,356,2300
5,DL,ATL,RDU,1855,-7,356,2018
6,DL,ATL,RDU,1135,-7,356,1255
4,DL,ATL,RDU,2135,-5,356,2300
2,DL,ATL,RDU,1655,-4,356,1820
2,DL,ATL,RDU,1655,-4,356,1820
3,DL,ATL,RDU,2100,-4,356,2220
4,DL,ATL,RDU,1740,-4,356,1902
5,DL,ATL,RDU,1855,-4,356,2018
5,DL,ATL,RDU,2205,-4,356,2324
5,DL,ATL,RDU,1120,-4,356,1240
5,DL,ATL,RDU,1855,-4,356,2018
5,DL,ATL,RDU,2205,-4,356,2325
5,WN,ATL,RDU,1120,-4,356,1240
5,WN,ATL,RDU,1120,-4,356,1239
6,F9,ATL,RDU,822,-4,356,942
2,DL,ATL,RDU,1655,-3,356,1820
2,DL,ATL,RDU,2040,-3,356,2202
3,DL,ATL,RDU,2050,-3,356,2215
4,AA,ATL,RDU,2135,-3,356,2300
4,DL,ATL,RDU,1740,-3,356,1902
4,DL,ATL,RDU,1740,-3,356,1902
4,DL,ATL,RDU,2135,-3,356,2300
5,DL,ATL,RDU,1120,-3,356,1240
5,DL,ATL,RDU,1120,-3,356,1240
5,UA,ATL,RDU,2205,-3,356,2325
5,WN,ATL,RDU,2205,-3,356,2324
5,WN,ATL,RDU,2205,-3,356,2325
6,DL,ATL,RDU,1125,-3,356,1248
7,DL,ATL,RDU,1920,-3,356,2044
7,DL,ATL,RDU,1930,-3,356,2054
2,DL,ATL,RDU,1655,-2,356,1820
2,DL,ATL,RDU,2040,-2,356,2202
2,DL,ATL,RDU,1630,-2,356,1750
2,DL,ATL,RDU,1630,-2,356,1750
5,DL,ATL,RDU,1120,-2,356,1240
5,DL,ATL,RDU,1120,-2,356,1240
5,DL,ATL,RDU,1120,-2,356,1239
5,DL,ATL,RDU,735,-2,356,853
5,F9,ATL,RDU,1120,-2,356,1240
2,DL,ATL,RDU,959,-1,356,1122
2,DL,ATL,RDU,1655,-1,356,1820
2,DL,ATL,RDU,1630,-1,356,1750
2,DL,ATL,RDU,1655,-1,356,1820
2,WN,ATL,RDU,1630,-1,356,1750
3,DL,ATL,RDU,1005,-1,356,1129
5,DL,ATL,RDU,1120,-1,356,1240
5,DL,ATL,RDU,1120,-1,356,1240
7,DL,ATL,RDU,1930,-1,356,2054
7,DL,ATL,RDU,844,-1,356,1005
7,DL,ATL,RDU,1930,-1,356,2054
1,EV,ATL,RDU,1250,0,356,1410
2,DL,ATL,RDU,1630,0,356,1750
2,DL,ATL,RDU,2040,0,356,2202
2,WN,ATL,RDU,2040,0,356,2202
3,DL,ATL,RDU,2050,0,356,2215
3,DL,ATL,RDU,1405,0,356,1529
3,EV,ATL,RDU,1005,0,356,1125
3,WN,ATL,RDU,1655,0,356,1820
5,EV,ATL,RDU,1120,0,356,1240
5,NK,ATL,RDU,735,0,356,853
6,EV,ATL,RDU,822,0,356,942
6,WN,ATL,RDU,1120,0,356,1239
7,DL,ATL,RDU,1930,0,356,2054
7,DL,ATL,RDU,1930,0,356,2054
1,DL,ATL,RDU,925,1,356,1050
5,DL,ATL,RDU,2205,1,356,2325
6,DL,ATL,RDU,1120,1,356,1240
2,DL,ATL,RDU,1630,2,356,1750
2,DL,ATL,RDU,1650,2,356,1815
2,EV,ATL,RDU,1630,2,356,1750
3,DL,ATL,RDU,1350,2,356,1512
4,DL,ATL,RDU,1740,2,356,1902
4,EV,ATL,RDU,1740,2,356,1902
4,WN,ATL,RDU,2135,2,356,2300
5,OO,ATL,RDU,2205,2,356,2325
1,EV,ATL,RDU,1250,3,356,1410
4,EV,ATL,RDU,1740,3,356,1902
2,OO,ATL,RDU,1630,4,356,1750
7,DL,ATL,RDU,1930,4,356,2054
5,DL,ATL,RDU,2205,5,356,2325
5,DL,ATL,RDU,2205,5,356,2325
6,DL,ATL,RDU,1510,5,356,1633
7,WN,ATL,RDU,1930,5,356,2054
1,DL,ATL,RDU,930,6,356,1100
4,DL,ATL,RDU,1405,6,356,1529
2,OO,ATL,RDU,1630,8,356,1750
2,US,ATL,RDU,1630,8,356,1750
3,WN,ATL,RDU,1655,9,356,1820
4,DL,ATL,RDU,2135,9,356,2300
6,DL,ATL,RDU,1120,9,356,1239
3,EV,ATL,RDU,2040,10,356,2202
6,AA,ATL,RDU,1120,10,356,1240
5,WN,ATL,RDU,2150,11,356,2312
3,DL,ATL,RDU,959,12,356,1122
3,EV,ATL,RDU,2040,13,356,2202
1,F9,ATL,RDU,1250,14,356,1410
3,NK,ATL,RDU,1005,14,356,1125
3,WN,ATL,RDU,1005,14,356,1125
4,EV,ATL,RDU,1740,15,356,1902
4,EV,ATL,RDU,2135,16,356,2300
5,DL,ATL,RDU,2205,16,356,2325
5,DL,ATL,RDU,2135,18,356,2300
3,EV,ATL,RDU,1655,19,356,1820
4,WN,ATL,RDU,1350,19,356,1512
3,DL,ATL,RDU,2030,20,356,2151
4,DL,ATL,RDU,2050,20,356,2215
4,EV,ATL,RDU,1405,20,356,1529
3,DL,ATL,RDU,1705,21,356,1825
1,DL,ATL,RDU,1930,22,356,2054
3,DL,ATL,RDU,2030,22,356,2151
4,EV,ATL,RDU,2050,22,356,2215
5,DL,ATL,RDU,2150,23,356,2312
4,DL,ATL,RDU,1350,25,356,1512
4,DL,ATL,RDU,2040,27,356,2202
2,DL,ATL,RDU,925,30,356,1050
5,US,ATL,RDU,2135,31,356,2300
5,AA,ATL,RDU,2135,33,356,2300
5,DL,ATL,RDU,2135,36,356,2300
6,DL,ATL,RDU,2305,36,356,23
1,WN,ATL,RDU,1930,37,356,2054
6,EV,ATL,RDU,2205,37,356,2325
4,EV,ATL,RDU,1655,43,356,1820
4,EV,ATL,RDU,1650,46,356,1815
5,DL,ATL,RDU,2115,46,356,2235
1,WN,ATL,RDU,930,0,356,1100
5,DL,ATL,RDU,2135,51,356,2300
6,WN,ATL,RDU,735,52,356,853
5,WN,ATL,RDU,2115,53,356,2235
4,WN,ATL,RDU,1655,65,356,1820
4,WN,ATL,RDU,2310,69,356,28
4,EV,ATL,RDU,1630,95,356,1750
5,DL,ATL,RDU,2040,107,356,2202
1,DL,ATL,RDU,1740,120,356,1902
6,F9,ATL,RDU,2120,136,356,2240
1,WN,ATL,RDU,1705,192,356,1825
3,DL,ATL,GPT,2104,-6,352,2128
7,NK,ATL,GPT,1215,-5,352,1241
3,DL,ATL,GPT,2104,-4,352,2128
7,WN,ATL,GPT,1215,-4,352,1241
3,DL,ATL,GPT,2104,-3,352,2128
7,DL,ATL,GPT,1210,-3,352,1236
7,DL,ATL,GPT,1215,-3,352,1241
7,DL,ATL,GPT,1215,-3,352,1241
3,DL,ATL,GPT,2104,-2,352,2128
3,DL,ATL,GPT,2104,-2,352,2128
7,OO,ATL,GPT,1215,-2,352,1241
2,DL,ATL,GPT,1631,-1,352,1657
3,DL,ATL,GPT,2104,-1,352,2128
7,DL,ATL,GPT,1215,-1,352,1241
7,DL,ATL,GPT,1215,0,352,1239
2,WN,ATL,GPT,1631,1,352,1657
1,DL,ATL,GPT,1219,2,352,1239
4,AA,ATL,GPT,2104,3,352,2128
6,DL,ATL,GPT,830,4,352,857
4,DL,ATL,GPT,2104,5,352,2128
2,DL,ATL,GPT,1631,6,352,1656
2,EV,ATL,GPT,1631,6,352,1656
2,EV,ATL,GPT,1631,6,352,1657
2,DL,ATL,GPT,1631,9,352,1657
3,AA,ATL,GPT,1648,9,352,1710
4,WN,ATL,GPT,2103,11,352,2130
4,DL,ATL,GPT,2103,30,352,2130
3,EV,ATL,GPT,1631,36,352,1657
4,EV,ATL,GPT,1648,69,352,1709
4,EV,ATL,GPT,1215,119,352,1241
6,MQ,ATL,GPT,2104,120,352,2128
2,DL,ATL,EVV,1635,-7,350,1658
2,DL,ATL,EVV,1635,-6,350,1658
2,DL,ATL,EVV,1635,-5,350,1658
2,DL,ATL,EVV,1635,-5,350,1658
